NEW_EVENT_TAG,Tempest,18 Jan 2020,5
Nathan Watson,Mawtribes
James Ganis,Disciples of Tzeentch
Leigh Martin,Disciples of Tzeentch
John Bayliss,Disciples of Tzeentch
Simon Fitzpatrick,Hosts of Slaanesh
Richard Hudspith,Sylvaneth
David Jack,Ossiarch Bonereapers
James Chalmers,Disciples of Tzeentch
Adam Turner,Mawtribes
Mike Callaghan,Tempests Eye
Alastair Maxwell,Ossiarch Bonereapers
Matt Harrison,Hammerhal
David Nemeth,Disciples of Tzeentch
Liam Watts,Ossiarch Bonereapers
Martin Swaffield,Idoneth Deepkin
Craig Graham,Ossiarch Bonereapers
Adam Martin,Hosts of Slaanesh
Stuart West,Legion of Night
Daniel Ryan,Hallowheart
John Craig,Maggotkin of Nurgle
Matt Rennie,Fyreslayers
Kevin Low,Daughters of Khaine
Paul di Duca,Idoneth Deepkin
Jamie McHugh,Stormcast Eternals
Alan Mandelson,Beasts of Chaos
Aiden McKenna,Mawtribes
Jonathan Forde,Ironjawz
Katalin Fekete,Mawtribes
Callum Sinclair,Slaves to Darkness
Lyndon Sinclair,Hosts of Slaanesh
Erik Bews,Slaves to Darkness
Will Pollock,Skaven
Andrew Stephen,Gloomspite Gitz
Jack Carruthers,Slaves to Darkness
Mark Storrar,Kharadron Overlords
Iain Hunter,Beasts of Chaos
Mark Roberts,Bonesplitterz
Grant Fraser,Stormcast Eternals
Sean McKechnie,Mawtribes
Garry Marshall,Maggotkin of Nurgle
Gary Pollock,Blades of Khorne
Mark Kittle,Mawtribes
Adam Rawson,Skaven
Samuel Pett,Skaven
